Company,Description,Experience,Salary,Title
JobLeads GmbH,"If you want to take that next step to level up your career, JobLeads is the preferred partner for you as executive or specialist. Currently we have several senior level career opportunities in corpora Skills : Finance Director (m/f)",7-10 Years,"150,000-200,000 SGD",Finance Director (m/f)
Sciente Consulting Pte. Ltd,"Are you looking for an exciting role as a Windows Engineer? Our client is in financial Services sector and is looking for great talent to join their team. Skills : Active Directory , Windows Server , Exchange Server , Windows Admin , Windows Server Admin , Wintel",4-12 Years,Not Specified,Windows Engineer
Sciente Consulting Pte. Ltd,"An excellent opportunity for a Project Manager who has rich experience in managing Treasury and Markets projects to join one of the leading Financial Institutions. Skills : Project Management , Treasury , Pmp , System , Sdlc , Agile Methodology",6-12 Years,Not Specified,Project Manager
Sciente International Pte Ltd,"Exciting Opportunity as a Senior Java Developer to develop large scale, enterprise and cutting-edge technology systems for the transportation industry across the Asia Pacific. Skills : Java developer , Java , J2EE , Spring Framework , Spring , Hibernate",2-6 Years,Not Specified,Senior Java Developer
Sciente International Pte Ltd,"Seeking for a dynamic backend development ngineer to develop backend services for in-house software products and platform in deep learning and analytics. Skills : Realtime operating systems , Golang , Backend Developer , C++ , Python , Micro Services , Deep Learning",4-12 Years,Not Specified,Backend Software Engineer
DBS Bank Ltd,"Skills : Head , Corporate Coverage - Group Legal , Compliance & Secretariat (LCS) Posted: 19 days ago",0-0 SGD,"Business Function Group Legal, Compliance & Secretariat ensures that the bank's interests are protected by zealously guarding and enhancing its reputation and capital. We also work to maintain a good","Head, Corporate Coverage - Group Legal, Compliance & Secretariat (LCS)"
Government Technology Agency of Singapore,"Skills : Manager , Graduate Recruitment and Talent Development Posted: a month ago",0-0 SGD,"In GovTech, we harness the best technologies to make a difference to the everyday lives of Singaporeans. In the Young Talent Programme Office (YTPO), we spearhead initiatives to outreach and ignite st","Manager, Graduate Recruitment and Talent Development"
GMP Technologies,"> 3-4 years of experience in supporting RedHat Linux platform > Salary is up to $6K > Permanent position, location at East Singapore > ONLY Singapore Citizens need to apply Skills : Red Hat Cluster Suite , Redhat Linux , Rhel , Itil Certified",3-4 Years,"4,500-6,000 SGD",Redhat Linux Engineer (Singapore Citizens ONLY)
Quinnox Solutions Pte Ltd,"Provide expert technical presales support for opportunities involving servers, storage and backup solution. Skills : Presales Engineer , DELL EMC , HPE , Hitachi , Presales Consultant , Server , Storage , Ibm , Veritas , Emc",5-15 Years,Not Specified,Server/Storage Presales Engineer
Sciente Consulting Pte. Ltd,"One of Southeast Asia’s largest insurance firms is looking for a Compliance Manager who will provide resolutions in order to defend the Group of Companies’ brand and reputation. Skills : Compliance , Regulatory Compliance , AVP Regulatory Compliance , external auditing , risk management",3-9 Years,Not Specified,AVP Regulatory Compliance
Sciente Consulting Pte. Ltd,"An exciting opportunity as a IT Operations Manager handling overall management of Information Communication Technology (ICT) Infrastructure Service and Delivery operations specialising in Network/Security. Skills : It Operations , It Service Management , Network Engineer , Security Engineer , Itil",8-18 Years,Not Specified,Operations Manager (Infra - Network)
U3 Infotech Pte Ltd,"Data Engineer for iFRS17 Skills : IFRS , data flows , Data Engineer , Java , PL/SQL , Sql , Python , Scala , Hadoop , Talend",2-5 Years,Not Specified,Data Engineer
Globesoft Services Pte Ltd,"Designing & development of the Treasury Unified Portal back end Coordinating the setting up of servers, installing vendor applications Skills : ""Spring Cloud Framework"" , Spring Boot , Restful , Json",4-13 Years,Not Specified,Backend Developer
Pinkerton,JOB SUMMARY: The Crisis and Resiliency Manager will partner with internal stakeholders and third party vendors to prepare incident plans and mitigation strategies for potential emergencies and/or disruptive events which may impact the client's locati Posted: 21 days ago,5-10 Years,Not Specified,Crisis & Resiliency Manager
PrimeStaff Management Services Pte Ltd,"System/ DevOps Engineer with 1 year of experience. Cloud computing experience is a plus. Skills : Junior system administrator , System administrator Trainee , Cloud Engineer , System Administrator",0-3 Years,Not Specified,System Engineer / DevOps (No Experience Required) - Up to 4.5K
Optimum Solutions (Singapore) Pte Ltd,"We are hiring for a renowned client who is transforming postal and courier operations worldwide Skills : .Net Developer , Xamarin , C#.net",3-7 Years,Not Specified,Software Engineer .Net (3-6 years experience) - Urgent requirement
Quinnox Solutions Pte Ltd,"Design, develop, and maintain code that meets requirements, is high quality, and performs efficiently and effectively to provide a great customer experience. Skills : API Developer , API Frameworks , Api , Rest Api , Apigee , Wso2 , Angular , Mongo , Cassandra",3-13 Years,Not Specified,API Developer
Total eBiz Solutions Pte Ltd,"Infrastructure Asst PM_Govt Client_1.5+ yrs Contract with Possible Extension Skills : Infrastructure , Vendor",5-12 Years,Not Specified,Infrastructure Asst PM_Govt Client
Kelly Services (S) Pte Ltd - IT,"FullStack Developer (Angluar/React JS) Skills : react.js , Angularjs , Java , Javascript , CSS , Bootstrap , Struts Framework , J2EE , Html5",4-7 Years,"4,500-8,000 SGD",Fullstack Developer
Globesoft Services Pte Ltd,"You will be part of CISO Office driving the security tasks covering planning, operation & IT budget and performance measurement. Skills : Pmp , Program Management , Pmo , Information Security",10-20 Years,"160,000-200,000 SGD",Program Manager – Information Security
PrimeStaff Management Services Pte Ltd,"Largest specialty retailer of nutritional products, vitamin, mineral, herbal and other specialty supplements and sports nutrition, and energy products. We aim to be the leading health food provider of products that meet modern lifestyle needs, tackle Skills : Ecommerce , Marketing , Marketing Executive , Online Marketing , Ecommerce , E -Commerce , Online",2-5 Years,"3,000-4,000 SGD",Marketing & Ecommerce Executive
Sciente International Pte Ltd,"Are you looking for your next progression in IT Support? Our client is in financial Services sector and is looking for great talent to join them. Skills : Information Systems , Windows Administrator , Wintel Administrator , Windows System Admin , System Administrator",3-9 Years,Not Specified,IT Support - Assistant Manager
DBS Bank Ltd,"Skills : SVP / VP , Platform Governance and Program Management , Institutional Banking Group Operations Posted: 6 days ago",0-0 SGD,"Business Function Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & contr","SVP / VP, Platform Governance and Program Management, Institutional Banking Group Operations, Tec..."
JointHire Singapore Pte Ltd,"To formulate and compile customer enquiries, tenders and RFQs for the submission of bid proposals to customers. To coordinate, prepare and compile bid submission documents in relation to tendering/bidding activities, Tender Questionnaires Skills : Tender Executive/Senior Tender Executive",3-5 Years,"42,000-54,000 SGD",Tender Executive/Senior Tender Executive - West
Kelly Services (S) Pte Ltd - IT,"Bachelor's degree in computer science, information systems, or related field. Minimum 4 years of experience in Managing SQL Server databases Skills : Database Administrator , Sql Server Dba , Dba",4-9 Years,Not Specified,Database Administrator
Talent Trader Group Pte Ltd,"Develop set processes for data mining, data modeling, and data production Skills : Big Data , Spark , Hadoop , Etl",1-3 Years,Not Specified,Data Architect (Big Data)
Quinnox Solutions Pte Ltd,"Support forecast/budget/strategies plans and annual budget exercise. Skills : Business Planning Manager , Business Planning , Strategic Planning , Risk Management , Risk Manager",3-12 Years,Not Specified,Business Planning Manager
Quinnox Solutions Pte Ltd,"Support forecast/budget/strategies plans and annual budget exercise. Skills : Business Planning Manager , Forecasting , Business Planning , Planning Workshop , Risk Manager , Risk Management",3-12 Years,Not Specified,Business Planning Manager
